0,1,2
-0.9249999999999998,-2.475,-0.175
-0.875,-2.475,-0.175
-0.8249999999999997,-2.475,-0.175
-0.7749999999999999,-2.475,-0.175
-0.7250000000000001,-2.475,-0.175
-1.025,-2.425,-0.175
-0.9750000000000001,-2.425,-0.175
-0.9249999999999998,-2.425,-0.175
-0.875,-2.425,-0.175
-0.8249999999999997,-2.425,-0.175
-0.7749999999999999,-2.425,-0.175
-0.7250000000000001,-2.425,-0.175
-0.6749999999999998,-2.425,-0.175
-1.025,-2.375,-0.175
-0.9750000000000001,-2.375,-0.175
-0.9249999999999998,-2.375,-0.175
-0.875,-2.375,-0.175
-0.8249999999999997,-2.375,-0.175
-0.7749999999999999,-2.375,-0.175
-0.7250000000000001,-2.375,-0.175
-1.025,-2.325,-0.175
-0.9750000000000001,-2.325,-0.175
-0.9249999999999998,-2.325,-0.175
-0.875,-2.325,-0.175
-0.8249999999999997,-2.325,-0.175
-0.7749999999999999,-2.325,-0.175
-0.7250000000000001,-2.325,-0.175
-1.025,-2.275,-0.175
-0.9750000000000001,-2.275,-0.175
-0.9249999999999998,-2.275,-0.175
-0.875,-2.275,-0.175
-0.8249999999999997,-2.275,-0.175
-0.7749999999999999,-2.275,-0.175
-0.7250000000000001,-2.275,-0.175
-1.025,-2.225,-0.175
-0.9750000000000001,-2.225,-0.175
-0.9249999999999998,-2.225,-0.175
-0.875,-2.225,-0.175
-0.8249999999999997,-2.225,-0.175
-0.7749999999999999,-2.225,-0.175
-0.7250000000000001,-2.225,-0.175
-1.025,-2.175,-0.175
-0.9750000000000001,-2.175,-0.175
-0.9249999999999998,-2.175,-0.175
-0.875,-2.175,-0.175
-0.8249999999999997,-2.175,-0.175
-0.7250000000000001,-2.175,-0.175
-1.275,-2.475,-0.125
-1.225,-2.475,-0.125
-1.1749999999999998,-2.475,-0.125
-1.125,-2.475,-0.125
-1.0750000000000002,-2.475,-0.125
-1.025,-2.475,-0.125
-0.9750000000000001,-2.475,-0.125
-0.9249999999999998,-2.475,-0.125
-1.275,-2.425,-0.125
-1.225,-2.425,-0.125
-1.1749999999999998,-2.425,-0.125
-1.125,-2.425,-0.125
-1.0750000000000002,-2.425,-0.125
-1.025,-2.425,-0.125
-0.9750000000000001,-2.425,-0.125
-0.9249999999999998,-2.425,-0.125
-0.875,-2.425,-0.125
-0.8249999999999997,-2.425,-0.125
-0.7749999999999999,-2.425,-0.125
-0.7250000000000001,-2.425,-0.125
-0.6749999999999998,-2.425,-0.125
-0.625,-2.425,-0.125
-1.275,-2.375,-0.125
-1.225,-2.375,-0.125
-1.1749999999999998,-2.375,-0.125
-1.125,-2.375,-0.125
-1.0750000000000002,-2.375,-0.125
-1.025,-2.375,-0.125
-0.9750000000000001,-2.375,-0.125
-0.9249999999999998,-2.375,-0.125
-0.875,-2.375,-0.125
-0.8249999999999997,-2.375,-0.125
-0.7749999999999999,-2.375,-0.125
-0.7250000000000001,-2.375,-0.125
-0.6749999999999998,-2.375,-0.125
-0.625,-2.375,-0.125
-1.275,-2.325,-0.125
-1.225,-2.325,-0.125
-1.1749999999999998,-2.325,-0.125
-1.125,-2.325,-0.125
-1.0750000000000002,-2.325,-0.125
-1.025,-2.325,-0.125
-0.9750000000000001,-2.325,-0.125
-0.9249999999999998,-2.325,-0.125
-0.875,-2.325,-0.125
-0.8249999999999997,-2.325,-0.125
-0.7749999999999999,-2.325,-0.125
-0.7250000000000001,-2.325,-0.125
-0.6749999999999998,-2.325,-0.125
-0.625,-2.325,-0.125
-1.275,-2.275,-0.125
-1.225,-2.275,-0.125
-1.1749999999999998,-2.275,-0.125
-1.125,-2.275,-0.125
-1.0750000000000002,-2.275,-0.125
-1.025,-2.275,-0.125
-0.9750000000000001,-2.275,-0.125
-0.9249999999999998,-2.275,-0.125
-0.875,-2.275,-0.125
-0.8249999999999997,-2.275,-0.125
-0.7749999999999999,-2.275,-0.125
-0.7250000000000001,-2.275,-0.125
-1.125,-2.225,-0.125
-1.0750000000000002,-2.225,-0.125
-1.025,-2.225,-0.125
-0.9750000000000001,-2.225,-0.125
-0.9249999999999998,-2.225,-0.125
-0.875,-2.225,-0.125
-0.8249999999999997,-2.225,-0.125
-0.7749999999999999,-2.225,-0.125
-0.7250000000000001,-2.225,-0.125
-1.125,-2.175,-0.125
-1.0750000000000002,-2.175,-0.125
-1.025,-2.175,-0.125
-0.9750000000000001,-2.175,-0.125
-0.9249999999999998,-2.175,-0.125
-0.875,-2.175,-0.125
-0.8249999999999997,-2.175,-0.125
-0.7749999999999999,-2.175,-0.125
-0.7250000000000001,-2.175,-0.125
-1.025,-2.125,-0.125
-0.9750000000000001,-2.125,-0.125
-0.9249999999999998,-2.125,-0.125
-0.875,-2.125,-0.125
-0.8249999999999997,-2.125,-0.125
-1.025,-2.025,-0.125
-1.025,-1.975,-0.125
-0.9750000000000001,-1.975,-0.125
-0.9249999999999998,-1.975,-0.125
-0.875,-1.975,-0.125
-0.8249999999999997,-1.975,-0.125
-1.025,-1.925,-0.125
-0.9750000000000001,-1.925,-0.125
-0.9249999999999998,-1.925,-0.125
1.8250000000000006,-1.325,-0.125
1.8750000000000004,-1.325,-0.125
1.9250000000000003,-1.325,-0.125
1.975,-1.325,-0.125
2.025,-1.325,-0.125
2.0750000000000006,-1.325,-0.125
2.1250000000000004,-1.325,-0.125
2.1750000000000003,-1.325,-0.125
2.225,-1.325,-0.125
0.625,-1.275,-0.125
0.6750000000000003,-1.275,-0.125
0.7250000000000001,-1.275,-0.125
0.7749999999999999,-1.275,-0.125
0.8249999999999997,-1.275,-0.125
0.8750000000000004,-1.275,-0.125
0.9250000000000003,-1.275,-0.125
0.9750000000000001,-1.275,-0.125
1.025,-1.275,-0.125
1.0749999999999997,-1.275,-0.125
1.1250000000000004,-1.275,-0.125
1.1750000000000003,-1.275,-0.125
1.225,-1.275,-0.125
1.275,-1.275,-0.125
1.3249999999999997,-1.275,-0.125
1.3750000000000004,-1.275,-0.125
1.4250000000000003,-1.275,-0.125
1.475,-1.275,-0.125
1.525,-1.275,-0.125
1.5750000000000006,-1.275,-0.125
1.6250000000000004,-1.275,-0.125
1.6750000000000003,-1.275,-0.125
1.725,-1.275,-0.125
1.775,-1.275,-0.125
1.8250000000000006,-1.275,-0.125
1.8750000000000004,-1.275,-0.125
1.9250000000000003,-1.275,-0.125
1.975,-1.275,-0.125
2.025,-1.275,-0.125
2.0750000000000006,-1.275,-0.125
2.1250000000000004,-1.275,-0.125
2.1750000000000003,-1.275,-0.125
2.225,-1.275,-0.125
2.275,-1.275,-0.125
2.3250000000000006,-1.275,-0.125
2.3750000000000004,-1.275,-0.125
2.4250000000000003,-1.275,-0.125
2.475,-1.275,-0.125
2.525,-1.275,-0.125
2.5750000000000006,-1.275,-0.125
0.625,-1.225,-0.125
0.6750000000000003,-1.225,-0.125
0.7250000000000001,-1.225,-0.125
0.7749999999999999,-1.225,-0.125
0.8249999999999997,-1.225,-0.125
0.8750000000000004,-1.225,-0.125
0.9250000000000003,-1.225,-0.125
0.9750000000000001,-1.225,-0.125
1.025,-1.225,-0.125
